Name,Year,Total_sum,Female_count,Male_count,Female_percentage,Male_percentage,Gender
INEL,1952,7,0,7,0.0,100.0,Male
HERBERT,1952,16,0,16,0.0,100.0,Male
ALIX,1952,37305,28371,8934,76.05146763168477,23.94853236831524,Unisex
THIMOTHEE,1952,509,100,409,19.64636542239685,80.35363457760315,Unisex
GEORGE,1952,2417,650,1767,26.89284236657013,73.10715763342988,Unisex
SABAS,1952,607,220,387,36.24382207578254,63.75617792421746,Unisex
GRACIEUSE,1953,33,33,0,100.0,0.0,Female
VERA,1953,9,9,0,100.0,0.0,Female
LOTHAIRE,1953,3,0,3,0.0,100.0,Male
JANNY,1953,1044,617,427,59.099616858237546,40.90038314176245,Unisex
NICAISE,1953,1786,1255,531,70.26875699888018,29.73124300111982,Unisex
EUSEBE,1953,1151,212,939,18.41876629018245,81.58123370981755,Unisex
CALIXTE,1953,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
ROSITA,1954,63,63,0,100.0,0.0,Female
LEONCE,1954,12,0,12,0.0,100.0,Male
SCHOLASTIQUE,1954,1080,835,245,77.31481481481481,22.685185185185187,Unisex
MARIE-JOSEPH,1954,2275,1830,445,80.43956043956044,19.56043956043956,Unisex
MARIE-BERNARD,1954,410,337,73,82.1951219512195,17.804878048780488,Unisex
ARIEL,1954,2401,428,1973,17.8259058725531,82.17409412744689,Unisex
ALICE,1955,253,253,0,100.0,0.0,Female
ROSARIO,1955,1546,781,765,50.51746442432082,49.48253557567917,Unisex
GABY,1955,4741,2448,2293,51.63467622864375,48.36532377135626,Unisex
CAMILLE,1955,287709,207732,79977,72.20212089298562,27.79787910701437,Unisex
ANONYME,1955,513,197,316,38.40155945419103,61.59844054580896,Unisex
CLAUDY,1956,2240,835,1405,37.27678571428572,62.72321428571429,Unisex
GABY,1956,4741,2448,2293,51.63467622864375,48.36532377135626,Unisex
DANICK,1956,205,69,136,33.65853658536586,66.34146341463415,Unisex
HÉLÈNE,1957,281614,281438,176,99.93750310708984,0.0624968929101536,Female
JANNY,1957,1044,617,427,59.099616858237546,40.90038314176245,Unisex
HYACINTHE,1957,4679,1173,3506,25.069459286172258,74.93054071382774,Unisex
DANICK,1957,205,69,136,33.65853658536586,66.34146341463415,Unisex
GEORGE,1957,2417,650,1767,26.89284236657013,73.10715763342988,Unisex
LEONCE,1958,9290,2041,7249,21.96986006458557,78.03013993541443,Unisex
CREPIN,1958,606,136,470,22.44224422442244,77.55775577557755,Unisex
CALIXTE,1958,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
ROSARIO,1958,1546,781,765,50.51746442432082,49.48253557567917,Unisex
HYACINTHE,1959,4679,1173,3506,25.069459286172258,74.93054071382774,Unisex
DOMINIQUE,1959,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
MARIE-JOSEPH,1959,2275,1830,445,80.43956043956044,19.56043956043956,Unisex
GABRIELE,1959,993,563,430,56.6968781470292,43.3031218529708,Unisex
JESSY,1960,3,3,0,100.0,0.0,Female
ROSARIO,1960,1546,781,765,50.51746442432082,49.48253557567917,Unisex
KIM,1960,6518,5270,1248,80.85302239950906,19.146977600490946,Unisex
MARY,1960,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
RENAUD,1961,180,0,180,0.0,100.0,Male
DANY,1961,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
ARIEL,1961,2401,428,1973,17.8259058725531,82.17409412744689,Unisex
JANNICK,1961,2792,1545,1247,55.336676217765046,44.66332378223496,Unisex
CLARENCE,1961,2943,924,2019,31.39653414882773,68.60346585117227,Unisex
GRACIEUSE,1962,14,14,0,100.0,0.0,Female
DANY,1962,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
JANICK,1962,4109,2203,1906,53.61401800924799,46.38598199075201,Unisex
ADDA,1962,397,209,188,52.64483627204031,47.3551637279597,Unisex
SÉBASTIEN,1963,89,0,89,0.0,100.0,Male
DANICK,1963,205,69,136,33.65853658536586,66.34146341463415,Unisex
ANGE-MARIE,1963,650,290,360,44.61538461538462,55.38461538461539,Unisex
YANICK,1963,3028,482,2546,15.918097754293262,84.08190224570674,Unisex
ALIX,1964,37305,28371,8934,76.05146763168477,23.94853236831524,Unisex
NICAISE,1964,1786,1255,531,70.26875699888018,29.73124300111982,Unisex
JEANNE-MARIE,1965,30,30,0,100.0,0.0,Female
BERTRAND,1965,1870,0,1870,0.0,100.0,Male
JANNY,1965,1044,617,427,59.099616858237546,40.90038314176245,Unisex
CALIXTE,1965,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
YANICK,1965,3028,482,2546,15.918097754293262,84.08190224570674,Unisex
JEANNICK,1966,2091,1305,786,62.4103299856528,37.589670014347206,Unisex
DANY,1966,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
CLARENCE,1966,2943,924,2019,31.39653414882773,68.60346585117227,Unisex
JANNICK,1966,2792,1545,1247,55.336676217765046,44.66332378223496,Unisex
ANGE-MARIE,1967,650,290,360,44.61538461538462,55.38461538461539,Unisex
MARY,1967,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
IRENEE,1967,6155,1854,4301,30.121852152721363,69.87814784727864,Unisex
AGATHE,1968,56689,56477,212,99.62602974121964,0.373970258780363,Female
MARIE-BERNARD,1968,410,337,73,82.1951219512195,17.804878048780488,Unisex
MARY,1968,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
ALIX,1968,37305,28371,8934,76.05146763168477,23.94853236831524,Unisex
JANICK,1968,4109,2203,1906,53.61401800924799,46.38598199075201,Unisex
ANGELA,1969,95,95,0,100.0,0.0,Female
JOHANE,1969,818,633,185,77.3838630806846,22.6161369193154,Unisex
ADDA,1969,397,209,188,52.64483627204031,47.3551637279597,Unisex
JANNICK,1969,2792,1545,1247,55.336676217765046,44.66332378223496,Unisex
MORGANN,1970,1229,459,770,37.34743694060212,62.65256305939788,Unisex
JANICK,1970,4109,2203,1906,53.61401800924799,46.38598199075201,Unisex
NICAISE,1970,1786,1255,531,70.26875699888018,29.73124300111982,Unisex
CLARENCE,1970,2943,924,2019,31.39653414882773,68.60346585117227,Unisex
GABY,1971,4741,2448,2293,51.63467622864375,48.36532377135626,Unisex
ADDA,1971,397,209,188,52.64483627204031,47.3551637279597,Unisex
CLAUDY,1971,2240,835,1405,37.27678571428572,62.72321428571429,Unisex
ELODIE,1972,994,994,0,100.0,0.0,Female
CLAUDY,1972,2240,835,1405,37.27678571428572,62.72321428571429,Unisex
MALLORY,1972,2883,2151,732,74.60978147762746,25.390218522372525,Unisex
MARIE-JOSEPH,1972,2275,1830,445,80.43956043956044,19.56043956043956,Unisex
JEANNY,1973,968,718,250,74.17355371900827,25.82644628099173,Unisex
_PRENOMS_RARES,1973,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
LENAIC,1973,1610,423,1187,26.27329192546584,73.72670807453416,Unisex
FRANCK,1974,6657,0,6657,0.0,100.0,Male
LENAIC,1974,1610,423,1187,26.27329192546584,73.72670807453416,Unisex
LENAICK,1974,695,402,293,57.84172661870504,42.15827338129496,Unisex
DOMINIQUE,1974,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
YAEL,1974,6161,3036,3125,49.27771465671157,50.72228534328843,Unisex
JEAN-MARIE,1975,521,0,521,0.0,100.0,Male
LENAIK,1975,280,203,77,72.5,27.500000000000004,Unisex
DANNY,1975,3396,610,2786,17.962308598351,82.037691401649,Unisex
JESSY,1975,17091,3993,13098,23.363173600140424,76.63682639985957,Unisex
_PRENOMS_RARES,1975,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
JEAN-DENIS,1976,28,0,28,0.0,100.0,Male
JEANNICK,1976,2091,1305,786,62.4103299856528,37.589670014347206,Unisex
JORDANE,1976,4682,1785,2897,38.12473302007689,61.875266979923104,Unisex
GABY,1976,4741,2448,2293,51.63467622864375,48.36532377135626,Unisex
MARYLOU,1977,3,3,0,100.0,0.0,Female
_PRENOMS_RARES,1977,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
JOHANE,1977,818,633,185,77.3838630806846,22.6161369193154,Unisex
DANY,1978,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
AMARA,1978,1568,601,967,38.329081632653065,61.670918367346935,Unisex
LENAICK,1979,695,402,293,57.84172661870504,42.15827338129496,Unisex
LENAIC,1979,1610,423,1187,26.27329192546584,73.72670807453416,Unisex
MADY,1979,2286,1197,1089,52.362204724409445,47.63779527559055,Unisex
DOMINIQUE,1979,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
HAMIDA,1980,759,628,131,82.74044795783925,17.25955204216074,Unisex
MADY,1980,2286,1197,1089,52.362204724409445,47.63779527559055,Unisex
MALEK,1980,3570,1060,2510,29.69187675070028,70.30812324929971,Unisex
JESSY,1980,17091,3993,13098,23.363173600140424,76.63682639985957,Unisex
HILAL,1981,1545,1011,534,65.4368932038835,34.56310679611651,Unisex
JANNICK,1981,2792,1545,1247,55.336676217765046,44.66332378223496,Unisex
ASTRIDE,1982,14,14,0,100.0,0.0,Female
GABY,1982,4741,2448,2293,51.63467622864375,48.36532377135626,Unisex
CHARLIE,1982,30211,15480,14731,51.23961470987389,48.76038529012611,Unisex
MARYLOU,1983,3,3,0,100.0,0.0,Female
HILAL,1983,1545,1011,534,65.4368932038835,34.56310679611651,Unisex
LENAICK,1983,695,402,293,57.84172661870504,42.15827338129496,Unisex
CHARLIE,1983,30211,15480,14731,51.23961470987389,48.76038529012611,Unisex
_PRENOMS_RARES,1983,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
VERA,1984,14,14,0,100.0,0.0,Female
DANY,1984,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
KIM,1984,6518,5270,1248,80.85302239950906,19.146977600490946,Unisex
DANY,1985,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
KIM,1985,6518,5270,1248,80.85302239950906,19.146977600490946,Unisex
ANAEL,1985,2957,1241,1716,41.96821102468719,58.031788975312814,Unisex
LOTHAIRE,1986,3,0,3,0.0,100.0,Male
MALEK,1986,3570,1060,2510,29.69187675070028,70.30812324929971,Unisex
JANY,1986,3897,2256,1641,57.89068514241724,42.10931485758276,Unisex
GWEN,1986,941,419,522,44.52709883103082,55.47290116896918,Unisex
YAEL,1987,6161,3036,3125,49.27771465671157,50.72228534328843,Unisex
SULTAN,1987,775,518,257,66.83870967741935,33.16129032258065,Unisex
BERYL,1987,762,607,155,79.65879265091863,20.341207349081365,Unisex
SAMEH,1987,141,93,48,65.95744680851064,34.04255319148936,Unisex
CLAUDY,1988,2240,835,1405,37.27678571428572,62.72321428571429,Unisex
SAMEH,1988,141,93,48,65.95744680851064,34.04255319148936,Unisex
FLORE,1989,242,242,0,100.0,0.0,Female
HAMIDA,1989,759,628,131,82.74044795783925,17.25955204216074,Unisex
AMARA,1989,1568,601,967,38.329081632653065,61.670918367346935,Unisex
DANY,1989,26027,7836,18191,30.10719637299728,69.89280362700273,Unisex
GABRIELE,1990,993,563,430,56.6968781470292,43.3031218529708,Unisex
ADDA,1990,397,209,188,52.64483627204031,47.3551637279597,Unisex
MALLORY,1990,2883,2151,732,74.60978147762746,25.390218522372525,Unisex
DILAN,1991,1452,360,1092,24.793388429752067,75.20661157024794,Unisex
GILLIAN,1991,947,327,620,34.53009503695882,65.46990496304119,Unisex
ADOLPHE,1992,4,0,4,0.0,100.0,Male
CLARENCE,1992,2943,924,2019,31.39653414882773,68.60346585117227,Unisex
ROSEMONDE,1993,4,4,0,100.0,0.0,Female
JORDANE,1993,4682,1785,2897,38.12473302007689,61.875266979923104,Unisex
MOANA,1993,1034,769,265,74.37137330754352,25.62862669245648,Unisex
GWENN,1993,1848,1201,647,64.98917748917748,35.01082251082251,Unisex
DILAN,1993,1452,360,1092,24.793388429752067,75.20661157024794,Unisex
JORDANE,1994,4682,1785,2897,38.12473302007689,61.875266979923104,Unisex
SWANNY,1994,534,310,224,58.05243445692884,41.94756554307117,Unisex
ANH,1995,394,164,230,41.62436548223351,58.37563451776649,Unisex
MOANA,1995,1034,769,265,74.37137330754352,25.62862669245648,Unisex
_PRENOMS_RARES,1995,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
SASHA,1996,18319,7736,10583,42.22937933293302,57.77062066706697,Unisex
NGOC,1996,641,437,204,68.17472698907956,31.82527301092044,Unisex
GWENN,1996,1848,1201,647,64.98917748917748,35.01082251082251,Unisex
