Name,Year,Total_sum,Female_count,Male_count,Female_percentage,Male_percentage,Gender
Sherrill,1915,16,5,11,31.25,68.75,Unisex
Osa,1915,24,17,7,70.83333333333334,29.166666666666668,Unisex
Lorain,1915,23,13,10,56.52173913043478,43.47826086956522,Unisex
Lanell,1916,14,14,0,100.0,0.0,Female
Juliana,1916,75,75,0,100.0,0.0,Female
Lelah,1916,37,37,0,100.0,0.0,Female
Olympia,1916,39,39,0,100.0,0.0,Female
Shirlee,1916,8,8,0,100.0,0.0,Female
Amie,1916,45,45,0,100.0,0.0,Female
Haru,1916,6,6,0,100.0,0.0,Female
Vada,1916,202,202,0,100.0,0.0,Female
Fenton,1916,26,0,26,0.0,100.0,Male
Steven,1916,367,0,367,0.0,100.0,Male
Clem,1916,92,0,92,0.0,100.0,Male
Birt,1916,13,0,13,0.0,100.0,Male
Ramiro,1916,11,0,11,0.0,100.0,Male
Yvon,1916,6,0,6,0.0,100.0,Male
Ewin,1916,7,0,7,0.0,100.0,Male
Quincey,1916,5,0,5,0.0,100.0,Male
Arden,1916,81,0,81,0.0,100.0,Male
Olavi,1916,7,0,7,0.0,100.0,Male
Bowman,1916,5,0,5,0.0,100.0,Male
Irven,1916,23,0,23,0.0,100.0,Male
Obbie,1916,8,0,8,0.0,100.0,Male
Dell,1916,86,43,43,50.0,50.0,Unisex
Dennie,1916,40,12,28,30.0,70.0,Unisex
Ival,1916,20,8,12,40.0,60.0,Unisex
Veryl,1916,32,14,18,43.75,56.25,Unisex
Meredith,1916,135,66,69,48.888888888888886,51.11111111111111,Unisex
Nealy,1916,14,5,9,35.714285714285715,64.28571428571429,Unisex
Udell,1916,26,11,15,42.30769230769231,57.692307692307686,Unisex
Cleo,1916,1350,1031,319,76.37037037037037,23.62962962962963,Unisex
Elon,1916,23,8,15,34.78260869565217,65.21739130434783,Unisex
Quincy,1916,45,8,37,17.77777777777778,82.22222222222221,Unisex
Nieves,1916,18,10,8,55.55555555555556,44.44444444444444,Unisex
Pilar,1916,29,20,9,68.96551724137932,31.03448275862069,Unisex
Ladell,1916,13,6,7,46.15384615384615,53.84615384615385,Unisex
Garnet,1916,252,209,43,82.93650793650794,17.063492063492063,Unisex
Lorenza,1916,70,39,31,55.71428571428572,44.285714285714285,Unisex
Aris,1916,11,5,6,45.45454545454545,54.54545454545454,Unisex
Hiawatha,1916,18,7,11,38.88888888888889,61.11111111111112,Unisex
Maryland,1916,24,16,8,66.66666666666666,33.33333333333333,Unisex
Verner,1916,61,12,49,19.672131147540984,80.32786885245902,Unisex
Melvina,1917,112,112,0,100.0,0.0,Female
Edythe,1917,561,561,0,100.0,0.0,Female
Lona,1917,165,159,6,96.36363636363636,3.636363636363636,Female
Yvette,1917,117,117,0,100.0,0.0,Female
Christal,1917,6,6,0,100.0,0.0,Female
Maryanne,1917,17,17,0,100.0,0.0,Female
Faris,1917,6,0,6,0.0,100.0,Male
Willey,1917,8,0,8,0.0,100.0,Male
Carle,1917,12,0,12,0.0,100.0,Male
Scott,1917,170,0,170,0.0,100.0,Male
Bueford,1917,10,0,10,0.0,100.0,Male
Ettore,1917,17,0,17,0.0,100.0,Male
Alan,1917,310,0,310,0.0,100.0,Male
Dail,1917,7,0,7,0.0,100.0,Male
Domenick,1917,71,0,71,0.0,100.0,Male
Willmer,1917,14,0,14,0.0,100.0,Male
Carmello,1917,22,0,22,0.0,100.0,Male
Colman,1917,10,0,10,0.0,100.0,Male
Watson,1917,61,0,61,0.0,100.0,Male
Columbus,1917,145,0,145,0.0,100.0,Male
Alex,1917,1088,7,1081,0.6433823529411764,99.35661764705884,Male
Ferris,1917,44,5,39,11.363636363636363,88.63636363636364,Male
Rosendo,1917,15,0,15,0.0,100.0,Male
Dossie,1917,32,19,13,59.375,40.625,Unisex
Gradie,1917,32,10,22,31.25,68.75,Unisex
Valentine,1917,156,52,104,33.33333333333333,66.66666666666666,Unisex
Jule,1917,73,53,20,72.6027397260274,27.3972602739726,Unisex
Ivy,1917,214,154,60,71.96261682242991,28.03738317757009,Unisex
Merle,1917,1061,360,701,33.93025447690858,66.06974552309143,Unisex
Lovell,1917,43,18,25,41.86046511627907,58.13953488372093,Unisex
Rene,1917,170,35,135,20.588235294117645,79.41176470588235,Unisex
Meryl,1917,38,29,9,76.31578947368422,23.684210526315788,Unisex
Neville,1917,23,5,18,21.73913043478261,78.26086956521739,Unisex
Tracy,1917,111,28,83,25.225225225225223,74.77477477477478,Unisex
Cruz,1917,66,28,38,42.42424242424242,57.57575757575758,Unisex
Argie,1917,20,15,5,75.0,25.0,Unisex
Othello,1917,15,7,8,46.66666666666666,53.333333333333336,Unisex
Marvel,1917,152,127,25,83.55263157894737,16.447368421052634,Unisex
Bliss,1917,17,8,9,47.05882352941176,52.94117647058824,Unisex
Burlie,1917,16,7,9,43.75,56.25,Unisex
Elgie,1917,26,12,14,46.15384615384615,53.84615384615385,Unisex
Orie,1917,58,16,42,27.58620689655172,72.41379310344827,Unisex
Wadie,1917,14,7,7,50.0,50.0,Unisex
Cloyce,1917,28,5,23,17.857142857142858,82.14285714285714,Unisex
Fay,1917,832,690,142,82.9326923076923,17.067307692307693,Unisex
Dorsie,1917,24,13,11,54.16666666666666,45.83333333333333,Unisex
Tonie,1917,17,7,10,41.17647058823529,58.82352941176471,Unisex
Alvia,1917,21,9,12,42.85714285714285,57.14285714285714,Unisex
Mella,1918,10,10,0,100.0,0.0,Female
Auda,1918,12,12,0,100.0,0.0,Female
Gracy,1918,11,11,0,100.0,0.0,Female
Clementina,1918,29,29,0,100.0,0.0,Female
Juanita,1918,3272,3260,12,99.63325183374084,0.3667481662591687,Female
Selwyn,1918,20,0,20,0.0,100.0,Male
Saint,1918,16,0,16,0.0,100.0,Male
Conrad,1918,323,0,323,0.0,100.0,Male
Fremont,1918,20,0,20,0.0,100.0,Male
Coye,1918,6,0,6,0.0,100.0,Male
Alvah,1918,48,7,41,14.583333333333334,85.41666666666666,Male
Roosevelt,1918,337,6,331,1.7804154302670625,98.21958456973294,Male
Elroy,1918,145,0,145,0.0,100.0,Male
Birt,1918,11,0,11,0.0,100.0,Male
Wells,1918,17,0,17,0.0,100.0,Male
Artis,1918,72,14,58,19.444444444444446,80.55555555555556,Unisex
Diamond,1918,24,12,12,50.0,50.0,Unisex
Carlee,1918,23,14,9,60.86956521739131,39.130434782608695,Unisex
Donnie,1918,129,96,33,74.4186046511628,25.58139534883721,Unisex
Laverne,1918,1308,965,343,73.77675840978594,26.22324159021407,Unisex
Geo,1918,32,6,26,18.75,81.25,Unisex
Lee,1918,2666,507,2159,19.017254313578395,80.98274568642161,Unisex
Azzie,1918,31,25,6,80.64516129032258,19.35483870967742,Unisex
Scottie,1918,16,9,7,56.25,43.75,Unisex
Clemmie,1918,70,56,14,80.0,20.0,Unisex
Verdell,1918,49,34,15,69.38775510204081,30.612244897959183,Unisex
Pat,1918,285,70,215,24.561403508771928,75.43859649122807,Unisex
Pernell,1918,22,8,14,36.36363636363637,63.63636363636363,Unisex
Dana,1918,174,66,108,37.93103448275862,62.06896551724138,Unisex
Curlie,1918,13,8,5,61.53846153846154,38.46153846153847,Unisex
Jene,1918,20,13,7,65.0,35.0,Unisex
Neville,1918,33,6,27,18.181818181818183,81.81818181818183,Unisex
Lavell,1918,12,6,6,50.0,50.0,Unisex
Ardell,1918,105,73,32,69.52380952380952,30.47619047619048,Unisex
Bobbie,1918,343,266,77,77.55102040816327,22.448979591836736,Unisex
Reyes,1918,29,11,18,37.93103448275862,62.06896551724138,Unisex
Theo,1918,192,105,87,54.6875,45.3125,Unisex
Connie,1918,547,439,108,80.25594149908592,19.74405850091408,Unisex
Onnie,1918,43,32,11,74.4186046511628,25.58139534883721,Unisex
Osie,1918,54,38,16,70.37037037037037,29.629629629629623,Unisex
Zola,1919,172,172,0,100.0,0.0,Female
Florina,1919,10,10,0,100.0,0.0,Female
Lue,1919,176,160,16,90.9090909090909,9.090909090909092,Female
Elda,1919,241,236,5,97.9253112033195,2.0746887966804977,Female
Lorell,1919,10,10,0,100.0,0.0,Female
Terrie,1919,6,6,0,100.0,0.0,Female
Yvette,1919,115,115,0,100.0,0.0,Female
Columbia,1919,26,26,0,100.0,0.0,Female
Emilie,1919,168,168,0,100.0,0.0,Female
Mildred,1919,17344,17300,44,99.74630996309963,0.253690036900369,Female
Grover,1919,686,6,680,0.8746355685131195,99.12536443148689,Male
Carson,1919,103,0,103,0.0,100.0,Male
Carmello,1919,13,0,13,0.0,100.0,Male
Udell,1919,15,0,15,0.0,100.0,Male
Geary,1919,6,0,6,0.0,100.0,Male
Graham,1919,93,0,93,0.0,100.0,Male
Leston,1919,10,0,10,0.0,100.0,Male
Milburn,1919,71,0,71,0.0,100.0,Male
Justice,1919,16,0,16,0.0,100.0,Male
Levern,1919,23,0,23,0.0,100.0,Male
Rafael,1919,108,0,108,0.0,100.0,Male
Domingo,1919,136,5,131,3.6764705882352944,96.32352941176472,Male
Alwin,1919,24,0,24,0.0,100.0,Male
Nolen,1919,35,0,35,0.0,100.0,Male
Edd,1919,169,6,163,3.5502958579881656,96.44970414201184,Male
Erby,1919,16,0,16,0.0,100.0,Male
Luverne,1919,81,43,38,53.086419753086425,46.913580246913575,Unisex
Montie,1919,29,16,13,55.172413793103445,44.82758620689656,Unisex
Lavell,1919,18,6,12,33.33333333333333,66.66666666666666,Unisex
Dennie,1919,28,6,22,21.428571428571427,78.57142857142857,Unisex
Lannie,1919,33,20,13,60.60606060606061,39.39393939393939,Unisex
Christie,1919,36,14,22,38.88888888888889,61.11111111111112,Unisex
Climmie,1919,17,11,6,64.70588235294117,35.294117647058826,Unisex
Arie,1919,40,20,20,50.0,50.0,Unisex
Bennie,1919,1013,179,834,17.67028627838105,82.32971372161896,Unisex
Meredith,1919,143,66,77,46.15384615384615,53.84615384615385,Unisex
Ivie,1919,21,15,6,71.42857142857143,28.57142857142857,Unisex
Oval,1919,30,6,24,20.0,80.0,Unisex
Clemmie,1919,58,47,11,81.03448275862068,18.96551724137931,Unisex
Arliss,1919,12,7,5,58.333333333333336,41.66666666666667,Unisex
Theo,1919,201,109,92,54.22885572139303,45.77114427860697,Unisex
Freddy,1919,26,5,21,19.23076923076924,80.76923076923077,Unisex
Elba,1919,42,29,13,69.04761904761905,30.95238095238096,Unisex
Oda,1919,49,39,10,79.59183673469387,20.40816326530612,Unisex
Audie,1919,89,52,37,58.42696629213483,41.57303370786517,Unisex
Burnell,1919,57,13,44,22.807017543859647,77.19298245614034,Unisex
Olie,1919,30,15,15,50.0,50.0,Unisex
Bertis,1919,20,7,13,35.0,65.0,Unisex
Golden,1919,128,62,66,48.4375,51.5625,Unisex
Ronnie,1919,35,18,17,51.42857142857142,48.57142857142857,Unisex
Jonnie,1919,127,54,73,42.51968503937008,57.48031496062992,Unisex
Verlyn,1919,15,5,10,33.33333333333333,66.66666666666666,Unisex
Lorena,1920,440,440,0,100.0,0.0,Female
Vera,1920,3795,3785,10,99.7364953886693,0.2635046113306983,Female
Petrina,1920,20,20,0,100.0,0.0,Female
Maurine,1920,266,266,0,100.0,0.0,Female
Orlean,1920,20,20,0,100.0,0.0,Female
Silva,1920,13,13,0,100.0,0.0,Female
Noemi,1920,6,6,0,100.0,0.0,Female
Everlean,1920,14,14,0,100.0,0.0,Female
Avalon,1920,11,11,0,100.0,0.0,Female
Greta,1920,62,62,0,100.0,0.0,Female
Vilma,1920,35,35,0,100.0,0.0,Female
Lazaro,1920,10,0,10,0.0,100.0,Male
Owen,1920,598,0,598,0.0,100.0,Male
Lindley,1920,17,0,17,0.0,100.0,Male
Olavi,1920,9,0,9,0.0,100.0,Male
Wyley,1920,5,0,5,0.0,100.0,Male
Gayland,1920,13,0,13,0.0,100.0,Male
Camilo,1920,11,0,11,0.0,100.0,Male
Malcolm,1920,556,0,556,0.0,100.0,Male
Terrel,1920,8,0,8,0.0,100.0,Male
Arnoldo,1920,6,0,6,0.0,100.0,Male
Willmer,1920,13,0,13,0.0,100.0,Male
Ivory,1920,137,57,80,41.6058394160584,58.3941605839416,Unisex
Artis,1920,71,14,57,19.718309859154928,80.28169014084507,Unisex
Ferrell,1920,36,6,30,16.666666666666664,83.33333333333334,Unisex
Dannie,1920,76,33,43,43.42105263157895,56.57894736842105,Unisex
Santos,1920,147,59,88,40.13605442176871,59.863945578231295,Unisex
Darnell,1920,21,8,13,38.095238095238095,61.90476190476191,Unisex
Orla,1920,27,17,10,62.96296296296296,37.03703703703704,Unisex
Lesley,1920,65,15,50,23.07692307692308,76.92307692307693,Unisex
Johnie,1920,854,148,706,17.330210772833723,82.66978922716628,Unisex
Autry,1920,17,7,10,41.17647058823529,58.82352941176471,Unisex
Dossie,1920,31,17,14,54.83870967741935,45.16129032258064,Unisex
Carey,1920,79,16,63,20.253164556962027,79.74683544303798,Unisex
Lupe,1920,346,284,62,82.08092485549133,17.91907514450867,Unisex
Arlis,1920,39,9,30,23.07692307692308,76.92307692307693,Unisex
Audy,1920,17,5,12,29.411764705882355,70.58823529411765,Unisex
Cardell,1920,14,5,9,35.714285714285715,64.28571428571429,Unisex
Clemence,1920,33,11,22,33.33333333333333,66.66666666666666,Unisex
Waverly,1920,30,5,25,16.666666666666664,83.33333333333334,Unisex
Ivey,1920,45,16,29,35.55555555555556,64.44444444444444,Unisex
Elia,1920,45,35,10,77.77777777777779,22.22222222222222,Unisex
Irby,1920,31,5,26,16.129032258064516,83.87096774193549,Unisex
Merle,1920,1222,403,819,32.97872340425532,67.02127659574468,Unisex
Arlen,1920,27,5,22,18.51851851851852,81.48148148148148,Unisex
Georgean,1921,6,6,0,100.0,0.0,Female
Feliz,1921,7,7,0,100.0,0.0,Female
Maxcine,1921,12,12,0,100.0,0.0,Female
Imo,1921,24,24,0,100.0,0.0,Female
Caroll,1921,12,0,12,0.0,100.0,Male
Haven,1921,16,0,16,0.0,100.0,Male
Brit,1921,6,0,6,0.0,100.0,Male
Sanford,1921,250,0,250,0.0,100.0,Male
Graham,1921,129,0,129,0.0,100.0,Male
Alan,1921,380,5,375,1.3157894736842104,98.68421052631578,Male
Erle,1921,21,0,21,0.0,100.0,Male
Lenzie,1921,11,0,11,0.0,100.0,Male
Levon,1921,18,0,18,0.0,100.0,Male
Winston,1921,289,0,289,0.0,100.0,Male
Reyes,1921,32,9,23,28.125,71.875,Unisex
Claudie,1921,187,97,90,51.87165775401069,48.1283422459893,Unisex
Karol,1921,25,8,17,32.0,68.0,Unisex
Massie,1921,17,10,7,58.82352941176471,41.17647058823529,Unisex
Bela,1921,12,6,6,50.0,50.0,Unisex
Lacey,1921,30,7,23,23.33333333333333,76.66666666666667,Unisex
Cleotha,1921,21,13,8,61.90476190476191,38.095238095238095,Unisex
Carmel,1921,160,121,39,75.625,24.375,Unisex
Olie,1921,22,7,15,31.818181818181817,68.18181818181817,Unisex
Oval,1921,30,8,22,26.666666666666668,73.33333333333333,Unisex
Ysabel,1921,22,14,8,63.63636363636363,36.36363636363637,Unisex
Carlin,1921,16,5,11,31.25,68.75,Unisex
Mackie,1921,15,9,6,60.0,40.0,Unisex
Cornie,1921,15,8,7,53.333333333333336,46.66666666666666,Unisex
Foye,1921,14,9,5,64.28571428571429,35.714285714285715,Unisex
Udell,1921,15,7,8,46.66666666666666,53.333333333333336,Unisex
Clemence,1921,34,16,18,47.05882352941176,52.94117647058824,Unisex
Salome,1921,39,24,15,61.53846153846154,38.46153846153847,Unisex
Lavelle,1921,62,50,12,80.64516129032258,19.35483870967742,Unisex
Ivy,1921,208,143,65,68.75,31.25,Unisex
Marrion,1921,28,11,17,39.285714285714285,60.71428571428571,Unisex
Jonnie,1921,120,76,44,63.33333333333333,36.66666666666666,Unisex
Arie,1921,51,35,16,68.62745098039215,31.37254901960784,Unisex
Luby,1921,17,6,11,35.294117647058826,64.70588235294117,Unisex
Paz,1922,8,8,0,100.0,0.0,Female
Nila,1922,64,64,0,100.0,0.0,Female
Edell,1922,15,15,0,100.0,0.0,Female
Emilie,1922,169,169,0,100.0,0.0,Female
Evlyn,1922,19,19,0,100.0,0.0,Female
Wynema,1922,19,19,0,100.0,0.0,Female
Anette,1922,8,8,0,100.0,0.0,Female
Vilma,1922,37,37,0,100.0,0.0,Female
Creighton,1922,16,0,16,0.0,100.0,Male
Dorian,1922,8,0,8,0.0,100.0,Male
Jarrett,1922,15,0,15,0.0,100.0,Male
Dorance,1922,8,0,8,0.0,100.0,Male
Gaylon,1922,12,0,12,0.0,100.0,Male
Stan,1922,17,0,17,0.0,100.0,Male
Uriel,1922,7,0,7,0.0,100.0,Male
Cliffton,1922,8,0,8,0.0,100.0,Male
Harris,1922,233,0,233,0.0,100.0,Male
Wesley,1922,1297,10,1287,0.7710100231303008,99.2289899768697,Male
Kent,1922,98,0,98,0.0,100.0,Male
Bobie,1922,12,5,7,41.66666666666667,58.333333333333336,Unisex
Cary,1922,73,13,60,17.80821917808219,82.1917808219178,Unisex
Otha,1922,163,45,118,27.607361963190183,72.39263803680981,Unisex
Texas,1922,19,11,8,57.89473684210527,42.10526315789473,Unisex
Roby,1922,32,5,27,15.625,84.375,Unisex
Robin,1922,70,33,37,47.14285714285714,52.85714285714286,Unisex
Vonnie,1922,42,35,7,83.33333333333334,16.666666666666664,Unisex
Elia,1922,33,27,6,81.81818181818183,18.181818181818183,Unisex
Vernis,1922,24,11,13,45.83333333333333,54.16666666666666,Unisex
Glennis,1922,48,40,8,83.33333333333334,16.666666666666664,Unisex
Arliss,1922,34,22,12,64.70588235294117,35.294117647058826,Unisex
Odell,1922,534,167,367,31.273408239700373,68.72659176029963,Unisex
Diamond,1922,16,5,11,31.25,68.75,Unisex
Johnie,1922,792,184,608,23.232323232323232,76.76767676767676,Unisex
Marty,1922,26,5,21,19.23076923076924,80.76923076923077,Unisex
Burnice,1922,105,64,41,60.95238095238096,39.04761904761905,Unisex
Bonny,1922,20,15,5,75.0,25.0,Unisex
Lannie,1922,29,24,5,82.75862068965517,17.24137931034483,Unisex
Clois,1922,28,12,16,42.85714285714285,57.14285714285714,Unisex
Arie,1922,50,32,18,64.0,36.0,Unisex
Lattie,1922,18,13,5,72.22222222222221,27.77777777777778,Unisex
Dee,1922,159,36,123,22.641509433962263,77.35849056603774,Unisex
Nollie,1922,16,10,6,62.5,37.5,Unisex
Bennie,1922,1127,212,915,18.81100266193434,81.18899733806566,Unisex
Collette,1923,11,11,0,100.0,0.0,Female
Binnie,1923,6,6,0,100.0,0.0,Female
Patrice,1923,10,10,0,100.0,0.0,Female
Genia,1923,5,5,0,100.0,0.0,Female
Pheobe,1923,9,9,0,100.0,0.0,Female
Phoebe,1923,194,194,0,100.0,0.0,Female
Equilla,1923,11,11,0,100.0,0.0,Female
Vanna,1923,9,9,0,100.0,0.0,Female
Josie,1923,413,413,0,100.0,0.0,Female
Domenic,1923,123,0,123,0.0,100.0,Male
Maxey,1923,8,0,8,0.0,100.0,Male
Lenzie,1923,9,0,9,0.0,100.0,Male
Colman,1923,10,0,10,0.0,100.0,Male
Olden,1923,22,0,22,0.0,100.0,Male
Forest,1923,276,6,270,2.1739130434782608,97.82608695652172,Male
Sheppard,1923,6,0,6,0.0,100.0,Male
Wells,1923,15,0,15,0.0,100.0,Male
Shirl,1923,10,0,10,0.0,100.0,Male
Lars,1923,17,0,17,0.0,100.0,Male
Lehman,1923,17,0,17,0.0,100.0,Male
Rudie,1923,7,0,7,0.0,100.0,Male
Allison,1923,72,21,51,29.166666666666668,70.83333333333334,Unisex
Jimmie,1923,1553,391,1162,25.17707662588538,74.82292337411461,Unisex
Dorris,1923,346,290,56,83.8150289017341,16.184971098265898,Unisex
Elza,1923,63,13,50,20.63492063492064,79.36507936507937,Unisex
Lattie,1923,23,14,9,60.86956521739131,39.130434782608695,Unisex
Ivon,1923,16,10,6,62.5,37.5,Unisex
Jonnie,1923,132,81,51,61.36363636363637,38.63636363636363,Unisex
Cruz,1923,155,84,71,54.19354838709678,45.80645161290322,Unisex
Vernis,1923,26,15,11,57.692307692307686,42.30769230769231,Unisex
Carmello,1923,28,5,23,17.857142857142858,82.14285714285714,Unisex
Hiawatha,1923,26,8,18,30.76923076923077,69.23076923076923,Unisex
Teddie,1923,17,6,11,35.294117647058826,64.70588235294117,Unisex
Tracey,1923,12,5,7,41.66666666666667,58.333333333333336,Unisex
Le,1923,17,5,12,29.411764705882355,70.58823529411765,Unisex
Orris,1923,40,6,34,15.0,85.0,Unisex
Carey,1923,83,15,68,18.072289156626507,81.92771084337349,Unisex
Lovell,1923,57,22,35,38.59649122807017,61.40350877192983,Unisex
Orla,1923,21,10,11,47.61904761904761,52.38095238095239,Unisex
Rea,1923,28,19,9,67.85714285714286,32.142857142857146,Unisex
Johnnie,1923,2598,946,1652,36.41262509622787,63.58737490377213,Unisex
Delma,1923,230,189,41,82.17391304347827,17.82608695652174,Unisex
Lyndell,1923,27,15,12,55.55555555555556,44.44444444444444,Unisex
Sherrill,1923,24,5,19,20.833333333333336,79.16666666666666,Unisex
Loyce,1923,96,74,22,77.08333333333334,22.916666666666664,Unisex
Kelsie,1923,12,7,5,58.333333333333336,41.66666666666667,Unisex
Rita,1924,5393,5381,12,99.77748933803078,0.2225106619692193,Female
Lovely,1924,8,8,0,100.0,0.0,Female
Lauris,1924,5,5,0,100.0,0.0,Female
Germaine,1924,164,164,0,100.0,0.0,Female
Garnell,1924,11,11,0,100.0,0.0,Female
Almira,1924,29,29,0,100.0,0.0,Female
Saralyn,1924,5,5,0,100.0,0.0,Female
Leola,1924,764,757,7,99.08376963350786,0.9162303664921464,Female
Clementina,1924,37,37,0,100.0,0.0,Female
Milburn,1924,53,0,53,0.0,100.0,Male
Carmin,1924,10,0,10,0.0,100.0,Male
Rosendo,1924,30,0,30,0.0,100.0,Male
Satoshi,1924,12,0,12,0.0,100.0,Male
Bliss,1924,6,0,6,0.0,100.0,Male
Pierre,1924,61,0,61,0.0,100.0,Male
Odis,1924,187,5,182,2.6737967914438503,97.32620320855617,Male
Doyle,1924,474,6,468,1.2658227848101269,98.73417721518987,Male
Gradie,1924,23,5,18,21.73913043478261,78.26086956521739,Unisex
Orris,1924,40,6,34,15.0,85.0,Unisex
Billie,1924,2481,1599,882,64.44981862152358,35.55018137847642,Unisex
Courtney,1924,65,16,49,24.615384615384617,75.38461538461539,Unisex
Carlee,1924,24,14,10,58.333333333333336,41.66666666666667,Unisex
Jule,1924,60,36,24,60.0,40.0,Unisex
Toby,1924,82,59,23,71.95121951219512,28.04878048780488,Unisex
Rennie,1924,16,8,8,50.0,50.0,Unisex
