Name,Year,Total_sum,Female_count,Male_count,Female_percentage,Male_percentage,Gender
Katarzyna,2013,1,1,0,100.0,0.0,Female
Liezl,2013,1,1,0,100.0,0.0,Female
Ariame,2013,1,1,0,100.0,0.0,Female
Anéla,2013,1,1,0,100.0,0.0,Female
Kimmy,2013,1,1,0,100.0,0.0,Female
Lynessa,2013,1,1,0,100.0,0.0,Female
Allyssandra,2013,1,1,0,100.0,0.0,Female
Josanna,2013,1,1,0,100.0,0.0,Female
Alyza,2013,2,2,0,100.0,0.0,Female
Attley,2013,1,1,0,100.0,0.0,Female
Shadai,2013,1,1,0,100.0,0.0,Female
Giovanna,2013,1,1,0,100.0,0.0,Female
Kyla,2013,18,18,0,100.0,0.0,Female
Aleska,2013,1,1,0,100.0,0.0,Female
Arella,2013,2,2,0,100.0,0.0,Female
Ardynn,2013,1,1,0,100.0,0.0,Female
Raquel,2013,6,6,0,100.0,0.0,Female
Karisa,2013,1,1,0,100.0,0.0,Female
Skarlett,2013,1,1,0,100.0,0.0,Female
Coralie,2013,1,1,0,100.0,0.0,Female
Elyn,2013,3,3,0,100.0,0.0,Female
Cynthia,2013,2,2,0,100.0,0.0,Female
Melodie,2013,2,2,0,100.0,0.0,Female
Skyelar,2013,1,1,0,100.0,0.0,Female
Milaya,2013,1,1,0,100.0,0.0,Female
Murryla,2013,1,1,0,100.0,0.0,Female
Eryss,2013,1,1,0,100.0,0.0,Female
Annelia,2013,1,1,0,100.0,0.0,Female
Shandae,2013,1,1,0,100.0,0.0,Female
Seedra,2013,1,1,0,100.0,0.0,Female
Savannah,2013,53,53,0,100.0,0.0,Female
Lyvia,2013,2,2,0,100.0,0.0,Female
Naveah,2013,2,2,0,100.0,0.0,Female
Landra,2013,1,1,0,100.0,0.0,Female
Emmel,2013,1,1,0,100.0,0.0,Female
Jumanah,2013,1,1,0,100.0,0.0,Female
Dhaya,2013,1,1,0,100.0,0.0,Female
Nylah,2013,10,10,0,100.0,0.0,Female
Umamah,2013,1,1,0,100.0,0.0,Female
Suniti,2013,1,1,0,100.0,0.0,Female
Aiysis,2013,1,1,0,100.0,0.0,Female
Dava,2013,1,1,0,100.0,0.0,Female
Aislee,2013,1,1,0,100.0,0.0,Female
Kristyn,2013,2,2,0,100.0,0.0,Female
Paisley,2013,52,52,0,100.0,0.0,Female
Alexia,2013,10,10,0,100.0,0.0,Female
Macayla,2013,1,1,0,100.0,0.0,Female
Saphhire,2013,1,1,0,100.0,0.0,Female
Kallie,2013,11,11,0,100.0,0.0,Female
Olivia-Lauren,2013,1,1,0,100.0,0.0,Female
Amrielle,2013,1,1,0,100.0,0.0,Female
Rilynn,2013,1,1,0,100.0,0.0,Female
Hedyeh,2013,1,1,0,100.0,0.0,Female
Cariss,2013,1,1,0,100.0,0.0,Female
Paar,2013,1,1,0,100.0,0.0,Female
Baani,2013,4,4,0,100.0,0.0,Female
Violetrose,2013,1,1,0,100.0,0.0,Female
Ellah,2013,1,1,0,100.0,0.0,Female
Reyna,2013,2,2,0,100.0,0.0,Female
Angela,2013,12,12,0,100.0,0.0,Female
Farykah,2013,1,1,0,100.0,0.0,Female
Novalee,2013,2,2,0,100.0,0.0,Female
Yassmin,2013,2,2,0,100.0,0.0,Female
Epherata,2013,1,1,0,100.0,0.0,Female
Hillary,2013,3,3,0,100.0,0.0,Female
Maïly,2013,1,1,0,100.0,0.0,Female
Treasa,2013,1,1,0,100.0,0.0,Female
Kitona,2013,1,1,0,100.0,0.0,Female
Kinleigh,2013,1,1,0,100.0,0.0,Female
Morley,2013,1,1,0,100.0,0.0,Female
Xcianna,2013,1,1,0,100.0,0.0,Female
Graecyn,2013,1,1,0,100.0,0.0,Female
Jazmyn,2013,2,2,0,100.0,0.0,Female
Serina,2013,2,2,0,100.0,0.0,Female
Lynzett,2013,1,1,0,100.0,0.0,Female
Dea,2013,1,1,0,100.0,0.0,Female
Zuhur,2013,1,1,0,100.0,0.0,Female
Kalisi,2013,2,2,0,100.0,0.0,Female
Kra,2013,1,1,0,100.0,0.0,Female
Elifnaz,2013,1,1,0,100.0,0.0,Female
Sujood,2013,1,1,0,100.0,0.0,Female
Quaila,2013,1,1,0,100.0,0.0,Female
Rasmiya,2013,1,1,0,100.0,0.0,Female
Imani,2013,2,2,0,100.0,0.0,Female
Brienne,2013,1,1,0,100.0,0.0,Female
Ashlee,2013,1,1,0,100.0,0.0,Female
Tirzah,2013,3,3,0,100.0,0.0,Female
Francesca,2013,10,10,0,100.0,0.0,Female
Treasure,2013,1,1,0,100.0,0.0,Female
Ellianna,2013,2,2,0,100.0,0.0,Female
Heyab,2013,1,1,0,100.0,0.0,Female
Jelena,2013,3,3,0,100.0,0.0,Female
Beatle,2013,1,1,0,100.0,0.0,Female
Rosemary,2013,6,6,0,100.0,0.0,Female
Isolde,2013,1,1,0,100.0,0.0,Female
Aevyn,2013,1,1,0,100.0,0.0,Female
Khloee,2013,1,1,0,100.0,0.0,Female
Sarayah,2013,1,1,0,100.0,0.0,Female
Aralynn,2013,1,1,0,100.0,0.0,Female
Christianne,2013,1,1,0,100.0,0.0,Female
Chaela,2013,2,2,0,100.0,0.0,Female
Edaena,2013,1,1,0,100.0,0.0,Female
Margret,2013,1,1,0,100.0,0.0,Female
Omphemetse,2013,1,1,0,100.0,0.0,Female
Cal-Lee,2013,1,1,0,100.0,0.0,Female
Georgina,2013,2,2,0,100.0,0.0,Female
Riya,2013,11,11,0,100.0,0.0,Female
Rhylin,2013,1,1,0,100.0,0.0,Female
Dashlyn,2013,1,1,0,100.0,0.0,Female
Alessa,2013,1,1,0,100.0,0.0,Female
Halia,2013,2,2,0,100.0,0.0,Female
Harleen,2013,8,8,0,100.0,0.0,Female
Hamsika,2013,1,1,0,100.0,0.0,Female
Nathaniella,2013,1,1,0,100.0,0.0,Female
Amaaya,2013,1,1,0,100.0,0.0,Female
Josi,2013,2,2,0,100.0,0.0,Female
Lunati,2013,1,1,0,100.0,0.0,Female
Tanaia,2013,1,1,0,100.0,0.0,Female
Jaime,2013,445,380,65,85.39325842696628,14.606741573033707,Female
Minaal,2013,1,1,0,100.0,0.0,Female
Kaleah,2013,2,2,0,100.0,0.0,Female
Helin,2013,1,1,0,100.0,0.0,Female
Abelia,2013,1,1,0,100.0,0.0,Female
Alyanna,2013,3,3,0,100.0,0.0,Female
Jasnoor,2013,3,3,0,100.0,0.0,Female
Brielle,2013,48,48,0,100.0,0.0,Female
Laila,2013,245,245,0,100.0,0.0,Female
Tsifira,2013,1,1,0,100.0,0.0,Female
Amtinan,2013,1,1,0,100.0,0.0,Female
Paison,2013,1,1,0,100.0,0.0,Female
Kioma,2013,1,1,0,100.0,0.0,Female
Lenisha,2013,1,1,0,100.0,0.0,Female
Haani,2013,1,1,0,100.0,0.0,Female
Raiyna,2013,1,1,0,100.0,0.0,Female
Keiara,2013,1,1,0,100.0,0.0,Female
Silverlynn,2013,1,1,0,100.0,0.0,Female
Yanti,2013,1,1,0,100.0,0.0,Female
Franchesca,2013,1,1,0,100.0,0.0,Female
Nika,2013,2,2,0,100.0,0.0,Female
Kenisha,2013,1,1,0,100.0,0.0,Female
Rucira,2013,1,1,0,100.0,0.0,Female
Stelah,2013,1,1,0,100.0,0.0,Female
Jordynn,2013,5,5,0,100.0,0.0,Female
Gitika,2013,1,1,0,100.0,0.0,Female
Colbie,2013,5,5,0,100.0,0.0,Female
Mikeighla,2013,1,1,0,100.0,0.0,Female
Samorra,2013,1,1,0,100.0,0.0,Female
Desiray,2013,1,1,0,100.0,0.0,Female
Marysia,2013,1,1,0,100.0,0.0,Female
Sophie,2013,108,108,0,100.0,0.0,Female
Rupinder,2013,1,1,0,100.0,0.0,Female
Dalayla,2013,1,1,0,100.0,0.0,Female
Kelti,2013,1,1,0,100.0,0.0,Female
Navy,2013,1,1,0,100.0,0.0,Female
Niamh,2013,2,2,0,100.0,0.0,Female
Valeighya,2013,1,1,0,100.0,0.0,Female
Cadele,2013,1,1,0,100.0,0.0,Female
Rodayna,2013,1,1,0,100.0,0.0,Female
Bethney,2013,1,1,0,100.0,0.0,Female
Kavenadangi,2013,1,1,0,100.0,0.0,Female
Jennifer,2013,17,17,0,100.0,0.0,Female
Shyanne,2013,3,3,0,100.0,0.0,Female
Morgann,2013,1,1,0,100.0,0.0,Female
Adahlia,2013,1,1,0,100.0,0.0,Female
Saphia,2013,1,1,0,100.0,0.0,Female
Assad,2013,1,0,1,0.0,100.0,Male
Amitoj,2013,2,0,2,0.0,100.0,Male
Ismael,2013,5,0,5,0.0,100.0,Male
Mohamedamin,2013,1,0,1,0.0,100.0,Male
Cj,2013,4,0,4,0.0,100.0,Male
Rook,2013,1,0,1,0.0,100.0,Male
Louis,2013,11,0,11,0.0,100.0,Male
Calel,2013,1,0,1,0.0,100.0,Male
Sador,2013,1,0,1,0.0,100.0,Male
Manasya,2013,1,0,1,0.0,100.0,Male
Loïc,2013,1,0,1,0.0,100.0,Male
Makbel,2013,1,0,1,0.0,100.0,Male
Teghbir,2013,1,0,1,0.0,100.0,Male
Braeland,2013,1,0,1,0.0,100.0,Male
Moiz-Ullah,2013,1,0,1,0.0,100.0,Male
Akechak,2013,1,0,1,0.0,100.0,Male
Dreyson,2013,1,0,1,0.0,100.0,Male
Akello,2013,1,0,1,0.0,100.0,Male
Porter,2013,17,0,17,0.0,100.0,Male
Jarred,2013,1,0,1,0.0,100.0,Male
Talon,2013,272,13,259,4.779411764705882,95.22058823529412,Male
Mihjan,2013,1,0,1,0.0,100.0,Male
Cyphr,2013,1,0,1,0.0,100.0,Male
Stewart,2013,1,0,1,0.0,100.0,Male
Archer,2013,22,0,22,0.0,100.0,Male
Meshach,2013,1,0,1,0.0,100.0,Male
Augusto,2013,2,0,2,0.0,100.0,Male
Yehoshua,2013,1,0,1,0.0,100.0,Male
Seyed-Yosef,2013,1,0,1,0.0,100.0,Male
Inrico,2013,1,0,1,0.0,100.0,Male
Carsen,2013,4,0,4,0.0,100.0,Male
Kuol,2013,2,0,2,0.0,100.0,Male
Miiko,2013,1,0,1,0.0,100.0,Male
Eliano,2013,1,0,1,0.0,100.0,Male
Alecson,2013,1,0,1,0.0,100.0,Male
Tien,2013,1,0,1,0.0,100.0,Male
Kael,2013,5,0,5,0.0,100.0,Male
Brodey,2013,1,0,1,0.0,100.0,Male
Sukhmanpreet,2013,1,0,1,0.0,100.0,Male
Ram,2013,2,0,2,0.0,100.0,Male
Radek,2013,2,0,2,0.0,100.0,Male
Silas,2013,38,0,38,0.0,100.0,Male
Suber,2013,1,0,1,0.0,100.0,Male
Red,2013,2,0,2,0.0,100.0,Male
Meekoh,2013,1,0,1,0.0,100.0,Male
Teghnoor,2013,1,0,1,0.0,100.0,Male
Naved,2013,1,0,1,0.0,100.0,Male
Anakyn,2013,1,0,1,0.0,100.0,Male
Darren,2013,8,0,8,0.0,100.0,Male
Daemon,2013,2,0,2,0.0,100.0,Male
Svanik,2013,1,0,1,0.0,100.0,Male
Ryden,2013,5,0,5,0.0,100.0,Male
Breyton,2013,1,0,1,0.0,100.0,Male
Horan,2013,1,0,1,0.0,100.0,Male
Shorya,2013,1,0,1,0.0,100.0,Male
Arvin,2013,4,0,4,0.0,100.0,Male
Misael,2013,1,0,1,0.0,100.0,Male
Ledson,2013,1,0,1,0.0,100.0,Male
Alexandru,2013,1,0,1,0.0,100.0,Male
Luxton,2013,1,0,1,0.0,100.0,Male
Hoqubaa,2013,1,0,1,0.0,100.0,Male
Afan,2013,1,0,1,0.0,100.0,Male
Maddox,2013,445,22,423,4.943820224719101,95.0561797752809,Male
Chiazam,2013,1,0,1,0.0,100.0,Male
Mclane,2013,1,0,1,0.0,100.0,Male
Jaysek,2013,1,0,1,0.0,100.0,Male
Rixon,2013,1,0,1,0.0,100.0,Male
Jerecho,2013,1,0,1,0.0,100.0,Male
Hardit,2013,1,0,1,0.0,100.0,Male
Dann,2013,1,0,1,0.0,100.0,Male
Amiin,2013,1,0,1,0.0,100.0,Male
Áron,2013,1,0,1,0.0,100.0,Male
Arryk,2013,1,0,1,0.0,100.0,Male
Mihran,2013,3,0,3,0.0,100.0,Male
Creedon,2013,2,0,2,0.0,100.0,Male
Carver,2013,5,0,5,0.0,100.0,Male
Ezrae,2013,1,0,1,0.0,100.0,Male
Holden,2013,343,1,342,0.2915451895043732,99.70845481049562,Male
Josh-Daniel,2013,1,0,1,0.0,100.0,Male
Farhad,2013,2,0,2,0.0,100.0,Male
Karcyn,2013,1,0,1,0.0,100.0,Male
Terry,2013,1,0,1,0.0,100.0,Male
Graison,2013,1,0,1,0.0,100.0,Male
Sanders,2013,1,0,1,0.0,100.0,Male
Tayt,2013,1,0,1,0.0,100.0,Male
Moksh,2013,1,0,1,0.0,100.0,Male
Cash,2013,25,0,25,0.0,100.0,Male
Ezzekielle,2013,1,0,1,0.0,100.0,Male
Rocco,2013,6,0,6,0.0,100.0,Male
Birch,2013,2,0,2,0.0,100.0,Male
Cor,2013,1,0,1,0.0,100.0,Male
Hadden,2013,1,0,1,0.0,100.0,Male
Noah-Niño,2013,1,0,1,0.0,100.0,Male
Simeon,2013,1,0,1,0.0,100.0,Male
Agress,2013,1,0,1,0.0,100.0,Male
Baraa,2013,1,0,1,0.0,100.0,Male
Aireas,2013,1,0,1,0.0,100.0,Male
Aahad,2013,1,0,1,0.0,100.0,Male
Charra,2013,1,0,1,0.0,100.0,Male
Ekanjeet,2013,1,0,1,0.0,100.0,Male
Case,2013,2,0,2,0.0,100.0,Male
Waylen,2013,1,0,1,0.0,100.0,Male
Dezai,2013,1,0,1,0.0,100.0,Male
Maika,2013,1,0,1,0.0,100.0,Male
Domonic,2013,1,0,1,0.0,100.0,Male
Preom,2013,1,0,1,0.0,100.0,Male
Taro,2013,1,0,1,0.0,100.0,Male
Dereck,2013,1,0,1,0.0,100.0,Male
Lanz,2013,1,0,1,0.0,100.0,Male
Anaél,2013,1,0,1,0.0,100.0,Male
Maxwell,2013,1086,6,1080,0.5524861878453038,99.4475138121547,Male
K'S,2013,1,0,1,0.0,100.0,Male
Darion,2013,3,0,3,0.0,100.0,Male
Lander,2013,1,0,1,0.0,100.0,Male
Giovoni,2013,1,0,1,0.0,100.0,Male
Oxley,2013,1,0,1,0.0,100.0,Male
Ikechukwu,2013,1,0,1,0.0,100.0,Male
Dalraj,2013,1,0,1,0.0,100.0,Male
Rupert,2013,1,0,1,0.0,100.0,Male
Kellen,2013,139,8,131,5.755395683453238,94.24460431654676,Male
Danil,2013,2,0,2,0.0,100.0,Male
Kassem,2013,2,0,2,0.0,100.0,Male
Trevor,2013,9,0,9,0.0,100.0,Male
Arshad,2013,1,0,1,0.0,100.0,Male
Cayle,2013,2,0,2,0.0,100.0,Male
Dawud,2013,2,0,2,0.0,100.0,Male
Maximus,2013,30,0,30,0.0,100.0,Male
Naji,2013,1,0,1,0.0,100.0,Male
Kieran,2013,31,0,31,0.0,100.0,Male
Ben,2013,20,0,20,0.0,100.0,Male
Darson,2013,1,0,1,0.0,100.0,Male
Romit,2013,1,0,1,0.0,100.0,Male
Deep,2013,1,0,1,0.0,100.0,Male
Dane,2013,14,0,14,0.0,100.0,Male
Omark,2013,1,0,1,0.0,100.0,Male
Fayden,2013,1,0,1,0.0,100.0,Male
Jigar,2013,1,0,1,0.0,100.0,Male
Manit,2013,1,0,1,0.0,100.0,Male
Rajveer,2013,3,0,3,0.0,100.0,Male
Peroz,2013,1,0,1,0.0,100.0,Male
Joewel,2013,1,0,1,0.0,100.0,Male
Biraj,2013,1,0,1,0.0,100.0,Male
Dec,2013,1,0,1,0.0,100.0,Male
Adheesha,2013,1,0,1,0.0,100.0,Male
Mcrussell,2013,1,0,1,0.0,100.0,Male
Eduardo,2013,1,0,1,0.0,100.0,Male
Yasun,2013,1,0,1,0.0,100.0,Male
Amedee,2013,1,0,1,0.0,100.0,Male
Avi-Shiv,2013,1,0,1,0.0,100.0,Male
Magnus,2013,6,0,6,0.0,100.0,Male
Samir,2013,1,0,1,0.0,100.0,Male
Sohan,2013,1,0,1,0.0,100.0,Male
Llyem,2013,1,0,1,0.0,100.0,Male
Vidhur,2013,1,0,1,0.0,100.0,Male
Clark,2013,341,3,338,0.8797653958944283,99.12023460410558,Male
Warren,2013,6,0,6,0.0,100.0,Male
Ilie,2013,1,0,1,0.0,100.0,Male
Usiju,2013,1,0,1,0.0,100.0,Male
Jeshiah,2013,1,0,1,0.0,100.0,Male
Deng,2013,3,0,3,0.0,100.0,Male
Sam,2013,21,0,21,0.0,100.0,Male
Hisham,2013,1,0,1,0.0,100.0,Male
Ganevmeet,2013,1,0,1,0.0,100.0,Male
Aydan,2013,4,0,4,0.0,100.0,Male
Woodrow,2013,1,0,1,0.0,100.0,Male
Kole,2013,3,0,3,0.0,100.0,Male
Sem,2013,2,0,2,0.0,100.0,Male
Corvin,2013,1,0,1,0.0,100.0,Male
Daylen,2013,6,0,6,0.0,100.0,Male
Tyrenzx,2013,1,0,1,0.0,100.0,Male
Nels,2013,1,0,1,0.0,100.0,Male
Kirat,2013,1,0,1,0.0,100.0,Male
Cage,2013,1,0,1,0.0,100.0,Male
Vijay,2013,1,0,1,0.0,100.0,Male
Ayyub,2013,1,0,1,0.0,100.0,Male
Jaxson,2013,88,0,88,0.0,100.0,Male
John,2013,69,0,69,0.0,100.0,Male
Whiskeyjack,2013,1,0,1,0.0,100.0,Male
Zeeshan,2013,2,0,2,0.0,100.0,Male
Coldyn,2013,1,0,1,0.0,100.0,Male
Aidrics,2013,1,0,1,0.0,100.0,Male
Manolito,2013,1,0,1,0.0,100.0,Male
Jaksyn,2013,1,0,1,0.0,100.0,Male
Aabel,2013,1,0,1,0.0,100.0,Male
Gareth,2013,2,0,2,0.0,100.0,Male
Wes,2013,2,0,2,0.0,100.0,Male
Jakob,2013,17,0,17,0.0,100.0,Male
Zamil,2013,1,0,1,0.0,100.0,Male
Trez,2013,1,0,1,0.0,100.0,Male
Hubert,2013,1,0,1,0.0,100.0,Male
Kallyn,2013,1,0,1,0.0,100.0,Male
Dalton,2013,5,0,5,0.0,100.0,Male
Enrique,2013,1,0,1,0.0,100.0,Male
Raihan,2013,1,0,1,0.0,100.0,Male
Kishaan,2013,1,0,1,0.0,100.0,Male
Anikait,2013,1,0,1,0.0,100.0,Male
Irvaan,2013,1,0,1,0.0,100.0,Male
Kharzai,2013,1,0,1,0.0,100.0,Male
Vivan,2013,2,0,2,0.0,100.0,Male
Dougie,2013,2,0,2,0.0,100.0,Male
Ariyaan,2013,1,0,1,0.0,100.0,Male
Kou,2013,1,0,1,0.0,100.0,Male
Taariq,2013,1,0,1,0.0,100.0,Male
Richard,2013,17,0,17,0.0,100.0,Male
Storme,2013,1,0,1,0.0,100.0,Male
Navraj,2013,2,0,2,0.0,100.0,Male
Kallum,2013,3,0,3,0.0,100.0,Male
Lewis,2013,14,0,14,0.0,100.0,Male
Hoyt,2013,1,0,1,0.0,100.0,Male
Abdel-Wadood,2013,1,0,1,0.0,100.0,Male
Kristopher,2013,2,0,2,0.0,100.0,Male
Rouen,2013,1,0,1,0.0,100.0,Male
Giel,2013,1,0,1,0.0,100.0,Male
Haris,2013,2,0,2,0.0,100.0,Male
Maverick,2013,31,0,31,0.0,100.0,Male
Jaedon,2013,4,0,4,0.0,100.0,Male
Ridge,2013,1,0,1,0.0,100.0,Male
Mithil,2013,1,0,1,0.0,100.0,Male
Kirby,2013,185,69,116,37.2972972972973,62.70270270270271,Unisex
Allexis,2013,6,5,1,83.33333333333334,16.666666666666664,Unisex
Shae,2013,252,178,74,70.63492063492063,29.365079365079367,Unisex
Aven,2013,95,58,37,61.05263157894737,38.94736842105263,Unisex
Lamar,2013,51,36,15,70.58823529411765,29.411764705882355,Unisex
Mayan,2013,7,4,3,57.14285714285714,42.85714285714285,Unisex
Sukhpreet,2013,22,12,10,54.54545454545454,45.45454545454545,Unisex
Chudier,2013,4,2,2,50.0,50.0,Unisex
Myer,2013,21,6,15,28.57142857142857,71.42857142857143,Unisex
Eberle,2013,12,8,4,66.66666666666666,33.33333333333333,Unisex
Tulsa,2013,9,7,2,77.77777777777779,22.22222222222222,Unisex
Sage,2013,529,366,163,69.18714555765595,30.812854442344044,Unisex
Beaux,2013,7,3,4,42.85714285714285,57.14285714285714,Unisex
Chisom,2013,17,13,4,76.47058823529412,23.52941176470588,Unisex
Storm,2013,89,36,53,40.44943820224719,59.55056179775281,Unisex
Ocean,2013,183,149,34,81.4207650273224,18.5792349726776,Unisex
Rory,2013,743,150,593,20.18842530282637,79.81157469717361,Unisex
Austyn,2013,172,79,93,45.93023255813954,54.06976744186046,Unisex
Reece,2013,482,85,397,17.634854771784234,82.36514522821577,Unisex
Dakota,2013,1265,546,719,43.16205533596838,56.837944664031625,Unisex
Vevangee,2013,2,1,1,50.0,50.0,Unisex
Lexington,2013,24,15,9,62.5,37.5,Unisex
Rian,2013,74,40,34,54.054054054054056,45.94594594594595,Unisex
Amari,2013,46,17,29,36.95652173913043,63.04347826086957,Unisex
Kyrie,2013,116,48,68,41.37931034482759,58.620689655172406,Unisex
Channing,2013,67,29,38,43.28358208955223,56.71641791044776,Unisex
Tanvir,2013,33,17,16,51.51515151515152,48.48484848484848,Unisex
Drew,2013,880,147,733,16.704545454545457,83.29545454545455,Unisex
Robin,2013,1019,608,411,59.66633954857704,40.333660451422965,Unisex
Amrit,2013,107,54,53,50.467289719626166,49.53271028037384,Unisex
Shiloh,2013,179,145,34,81.00558659217877,18.994413407821227,Unisex
Rayaan,2013,36,12,24,33.33333333333333,66.66666666666666,Unisex
Taylor,2013,6000,3926,2074,65.43333333333334,34.56666666666667,Unisex
Chol,2013,15,4,11,26.666666666666668,73.33333333333333,Unisex
Quynn,2013,13,11,2,84.61538461538461,15.384615384615383,Unisex
Kasey,2013,198,130,68,65.65656565656566,34.34343434343434,Unisex
Harley,2013,524,171,353,32.63358778625955,67.36641221374046,Unisex
Hargun,2013,60,43,17,71.66666666666667,28.33333333333333,Unisex
Dallas,2013,1335,250,1085,18.726591760299627,81.27340823970037,Unisex
Bridge,2013,4,1,3,25.0,75.0,Unisex
Azariah,2013,48,24,24,50.0,50.0,Unisex
Tristyn,2013,113,61,52,53.98230088495575,46.017699115044245,Unisex
Misha,2013,81,58,23,71.60493827160494,28.39506172839506,Unisex
Tayana,2013,6,5,1,83.33333333333334,16.666666666666664,Unisex
Halen,2013,38,7,31,18.421052631578945,81.57894736842105,Unisex
Sehaj,2013,92,49,43,53.2608695652174,46.73913043478261,Unisex
Arden,2013,165,101,64,61.2121212121212,38.78787878787879,Unisex
Rhiley,2013,15,9,6,60.0,40.0,Unisex
Prabhveer,2013,6,1,5,16.666666666666664,83.33333333333334,Unisex
Sahej,2013,37,17,20,45.94594594594595,54.054054054054056,Unisex
Collins,2013,38,29,9,76.31578947368422,23.684210526315788,Unisex
Japnoor,2013,18,12,6,66.66666666666666,33.33333333333333,Unisex
Sunday,2013,22,15,7,68.18181818181817,31.818181818181817,Unisex
Remi,2013,152,84,68,55.26315789473685,44.73684210526316,Unisex
Nakota,2013,15,6,9,40.0,60.0,Unisex
Hennessy,2013,14,9,5,64.28571428571429,35.714285714285715,Unisex
Arrow,2013,17,3,14,17.647058823529413,82.35294117647058,Unisex
Jin,2013,32,7,25,21.875,78.125,Unisex
Rayyan,2013,137,21,116,15.328467153284672,84.67153284671532,Unisex
Birdie,2013,4,3,1,75.0,25.0,Unisex
Micah,2013,751,121,630,16.11185086551265,83.88814913448735,Unisex
Rebel,2013,4,3,1,75.0,25.0,Unisex
Layne,2013,414,80,334,19.32367149758454,80.67632850241546,Unisex
Bryar,2013,26,15,11,57.692307692307686,42.30769230769231,Unisex
Daylin,2013,69,22,47,31.88405797101449,68.11594202898551,Unisex
Sina,2013,41,17,24,41.46341463414634,58.53658536585365,Unisex
Locklyn,2013,21,15,6,71.42857142857143,28.57142857142857,Unisex
Baneet,2013,12,9,3,75.0,25.0,Unisex
Taqdeer,2013,3,2,1,66.66666666666666,33.33333333333333,Unisex
Regan,2013,317,184,133,58.0441640378549,41.95583596214511,Unisex
Emmerson,2013,65,51,14,78.46153846153847,21.53846153846154,Unisex
Israel,2013,80,12,68,15.0,85.0,Unisex
Noa,2013,67,49,18,73.13432835820896,26.86567164179105,Unisex
Morgan,2013,3134,2222,912,70.89980855137205,29.10019144862795,Unisex
Kolbie,2013,26,16,10,61.53846153846154,38.46153846153847,Unisex
Nehal,2013,8,6,2,75.0,25.0,Unisex
Graycen,2013,17,5,12,29.411764705882355,70.58823529411765,Unisex
Bailey,2013,1550,1259,291,81.2258064516129,18.774193548387096,Unisex
Mackenzie,2013,3387,2605,782,76.91172128727487,23.088278712725124,Unisex
Rhyan,2013,58,43,15,74.13793103448276,25.86206896551724,Unisex
Emry,2013,53,39,14,73.58490566037736,26.41509433962264,Unisex
Casey,2013,1020,397,623,38.92156862745098,61.07843137254903,Unisex
Kelly,2013,2170,1538,632,70.87557603686636,29.12442396313364,Unisex
