Name,Year,Total_sum,Female_count,Male_count,Female_percentage,Male_percentage,Gender
EUGÉNIE,1909,2419,2419,0,100.0,0.0,Female
MARIE-AUGUSTINE,1909,7,7,0,100.0,0.0,Female
RUFINE,1909,5,5,0,100.0,0.0,Female
SYLVESTINE,1909,5,5,0,100.0,0.0,Female
OLGA,1909,24745,24580,165,99.33319862598503,0.6668013740149525,Female
AURELIA,1909,11,11,0,100.0,0.0,Female
YVETTE,1909,611,611,0,100.0,0.0,Female
JULIENNE,1909,1036,1036,0,100.0,0.0,Female
ROBIN,1909,3,0,3,0.0,100.0,Male
JOANNES,1909,216,0,216,0.0,100.0,Male
PAUL,1909,6604,0,6604,0.0,100.0,Male
SAINT-CYR,1909,3,0,3,0.0,100.0,Male
HOMERE,1909,4,0,4,0.0,100.0,Male
BERTHIER,1909,3,0,3,0.0,100.0,Male
BRUNO,1909,220842,164,220678,0.0742612365401508,99.92573876345983,Male
CONRAD,1909,9,0,9,0.0,100.0,Male
PHILIBERT,1909,78,0,78,0.0,100.0,Male
SALVAT,1909,8,0,8,0.0,100.0,Male
JEAN-ANDRÉ,1909,5,0,5,0.0,100.0,Male
DESIR,1909,11,0,11,0.0,100.0,Male
ADELSON,1909,6,0,6,0.0,100.0,Male
DINO,1909,3,0,3,0.0,100.0,Male
BERNARDIN,1909,16,0,16,0.0,100.0,Male
ANSBERT,1909,3,0,3,0.0,100.0,Male
ROLF,1909,3,0,3,0.0,100.0,Male
CHERI,1909,5,0,5,0.0,100.0,Male
JEAN-CLAUDE,1909,18,0,18,0.0,100.0,Male
OPTAT,1909,4,0,4,0.0,100.0,Male
RENAUD,1909,18,0,18,0.0,100.0,Male
JOANES,1909,5,0,5,0.0,100.0,Male
GABRIEL,1909,1941,0,1941,0.0,100.0,Male
NAPOLEON,1909,9,0,9,0.0,100.0,Male
ALI,1909,6,0,6,0.0,100.0,Male
BONIFACE,1909,1187,217,970,18.28138163437237,81.71861836562763,Unisex
MARY,1909,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
LEONIDE,1909,1588,1245,343,78.40050377833752,21.599496221662463,Unisex
VENANCE,1909,314,123,191,39.171974522293,60.828025477707,Unisex
ALIX,1909,37305,28371,8934,76.05146763168477,23.94853236831524,Unisex
MARIE-JOSEPH,1909,2275,1830,445,80.43956043956044,19.56043956043956,Unisex
PLACIDE,1909,1098,214,884,19.489981785063755,80.51001821493625,Unisex
IRENEE,1909,6155,1854,4301,30.121852152721363,69.87814784727864,Unisex
ENOGAT,1909,274,80,194,29.1970802919708,70.8029197080292,Unisex
NONCE,1909,598,172,426,28.762541806020064,71.23745819397993,Unisex
SULPICE,1909,508,182,326,35.826771653543304,64.1732283464567,Unisex
CALIXTE,1909,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
EULOGE,1909,621,198,423,31.88405797101449,68.11594202898551,Unisex
EUSEBE,1909,1151,212,939,18.41876629018245,81.58123370981755,Unisex
ANTONIE,1909,986,749,237,75.9634888438134,24.036511156186613,Unisex
NICAISE,1909,1786,1255,531,70.26875699888018,29.73124300111982,Unisex
LEONCE,1909,9290,2041,7249,21.96986006458557,78.03013993541443,Unisex
CANDIDE,1909,1019,686,333,67.32090284592738,32.67909715407262,Unisex
LIE,1909,328,80,248,24.390243902439025,75.60975609756098,Unisex
EUSTACHE,1909,1376,277,1099,20.13081395348837,79.86918604651163,Unisex
_PRENOMS_RARES,1909,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
PHILOGONE,1909,396,183,213,46.21212121212121,53.78787878787878,Unisex
GEORGE,1909,2417,650,1767,26.89284236657013,73.10715763342988,Unisex
TIBURCE,1909,1019,212,807,20.80471050049068,79.19528949950933,Unisex
SABAS,1909,607,220,387,36.24382207578254,63.75617792421746,Unisex
MARIE-ROSALIE,1910,3,3,0,100.0,0.0,Female
AMELINA,1910,13,13,0,100.0,0.0,Female
GUILLAUMINE,1910,7,7,0,100.0,0.0,Female
PERINE,1910,6,6,0,100.0,0.0,Female
CAMILLIA,1910,9,9,0,100.0,0.0,Female
LUCE,1910,8936,8291,645,92.78200537153089,7.217994628469114,Female
NICOLINE,1910,3,3,0,100.0,0.0,Female
ADRIENNE,1910,1228,1228,0,100.0,0.0,Female
REYMONDE,1910,19,19,0,100.0,0.0,Female
AZELINE,1910,20,20,0,100.0,0.0,Female
ANTOINETTE,1910,1785,1785,0,100.0,0.0,Female
RAIMONDE,1910,15,15,0,100.0,0.0,Female
RINA,1910,6,6,0,100.0,0.0,Female
OLGA,1910,609,609,0,100.0,0.0,Female
MATHURINE,1910,24,24,0,100.0,0.0,Female
FERDINANDE,1910,10,10,0,100.0,0.0,Female
ALBERTE,1910,112,112,0,100.0,0.0,Female
MAGDELAINE,1910,14,14,0,100.0,0.0,Female
ZILDA,1910,8,8,0,100.0,0.0,Female
SONIA,1910,17,17,0,100.0,0.0,Female
CONSTANCE,1910,166,166,0,100.0,0.0,Female
ADA,1910,6,6,0,100.0,0.0,Female
URANIE,1910,10,10,0,100.0,0.0,Female
BRIGITTE,1910,46,46,0,100.0,0.0,Female
HERMANCE,1910,73,73,0,100.0,0.0,Female
MAX,1910,205,0,205,0.0,100.0,Male
WILHELM,1910,6,0,6,0.0,100.0,Male
SIMON,1910,276,0,276,0.0,100.0,Male
FRANCIS,1910,788,0,788,0.0,100.0,Male
FERRER,1910,8,0,8,0.0,100.0,Male
BERNABE,1910,4,0,4,0.0,100.0,Male
JEAN-CHARLES,1910,5,0,5,0.0,100.0,Male
JEAN-JACQUES,1910,16,0,16,0.0,100.0,Male
EPHREM,1910,5,0,5,0.0,100.0,Male
KLEBER,1910,282,0,282,0.0,100.0,Male
NAPOLEON,1910,11,0,11,0.0,100.0,Male
HUMBERT,1910,7,0,7,0.0,100.0,Male
ENNEMOND,1910,5,0,5,0.0,100.0,Male
LANDRY,1910,7,0,7,0.0,100.0,Male
ARMANDO,1910,4,0,4,0.0,100.0,Male
ARTHEMON,1910,6,0,6,0.0,100.0,Male
EDMOND,1910,54702,109,54593,0.1992614529633286,99.80073854703669,Male
GERAUD,1910,13,0,13,0.0,100.0,Male
HENRI,1910,9354,0,9354,0.0,100.0,Male
IMBERT,1910,3,0,3,0.0,100.0,Male
HENRY,1910,133,0,133,0.0,100.0,Male
STANISLAS,1910,21493,388,21105,1.80523891499558,98.19476108500442,Male
TANGUY,1910,3,0,3,0.0,100.0,Male
JEAN-PAUL,1910,23,0,23,0.0,100.0,Male
HONORIUS,1910,3,0,3,0.0,100.0,Male
MODESTE,1910,1853,656,1197,35.4020507285483,64.59794927145171,Unisex
GEORGE,1910,2417,650,1767,26.89284236657013,73.10715763342988,Unisex
CANDIDE,1910,1019,686,333,67.32090284592738,32.67909715407262,Unisex
ALZIRE,1910,117,83,34,70.94017094017094,29.059829059829063,Unisex
TIBURCE,1910,1019,212,807,20.80471050049068,79.19528949950933,Unisex
AMOUR,1910,782,287,495,36.70076726342711,63.29923273657288,Unisex
ANTONIE,1910,986,749,237,75.9634888438134,24.036511156186613,Unisex
IRENEE,1910,6155,1854,4301,30.121852152721363,69.87814784727864,Unisex
EULOGE,1910,621,198,423,31.88405797101449,68.11594202898551,Unisex
CALIXTE,1910,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
MESMIN,1910,773,183,590,23.67399741267788,76.32600258732212,Unisex
NICOMEDE,1910,430,193,237,44.88372093023256,55.11627906976744,Unisex
MAMERT,1910,224,75,149,33.482142857142854,66.51785714285714,Unisex
SAINTE,1910,1055,648,407,61.4218009478673,38.5781990521327,Unisex
MARY,1910,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
MEDARD,1910,1076,175,901,16.263940520446095,83.7360594795539,Unisex
THIMOTHEE,1910,509,100,409,19.64636542239685,80.35363457760315,Unisex
FIDELE,1910,793,162,631,20.42875157629256,79.57124842370744,Unisex
SCHOLASTIQUE,1910,1080,835,245,77.31481481481481,22.685185185185187,Unisex
NONCE,1910,598,172,426,28.762541806020064,71.23745819397993,Unisex
SOSTHENE,1910,1059,185,874,17.469310670443818,82.53068932955618,Unisex
DOMINIQUE,1910,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
LEONIDE,1910,1588,1245,343,78.40050377833752,21.599496221662463,Unisex
ERNESTE,1910,189,104,85,55.02645502645503,44.97354497354497,Unisex
LEONCE,1910,9290,2041,7249,21.96986006458557,78.03013993541443,Unisex
CHERIE,1911,3,3,0,100.0,0.0,Female
BRUNETTE,1911,3,3,0,100.0,0.0,Female
HELYETT,1911,4,4,0,100.0,0.0,Female
IRÈNE,1911,83934,82102,1832,97.81733266614243,2.182667333857555,Female
PEPINA,1911,3,3,0,100.0,0.0,Female
LEONNE,1911,51,51,0,100.0,0.0,Female
RESTITUDE,1911,7,7,0,100.0,0.0,Female
CLEMENCIA,1911,7,7,0,100.0,0.0,Female
FERNANDA,1911,5,5,0,100.0,0.0,Female
BÉATRICE,1911,47,47,0,100.0,0.0,Female
MANON,1911,5,5,0,100.0,0.0,Female
MARIE-FERNANDE,1911,4,4,0,100.0,0.0,Female
MARYVONNE,1911,3,3,0,100.0,0.0,Female
ALBERTINA,1911,3,3,0,100.0,0.0,Female
MARTINE,1911,62,62,0,100.0,0.0,Female
MARIE-LUCIENNE,1911,3,3,0,100.0,0.0,Female
PRAXEDE,1911,3,3,0,100.0,0.0,Female
THEODORINE,1911,10,10,0,100.0,0.0,Female
JOSETTE,1911,80,80,0,100.0,0.0,Female
EUPHEMIE,1911,8,8,0,100.0,0.0,Female
CLADIE,1911,18,18,0,100.0,0.0,Female
ASSOMPTION,1911,5,5,0,100.0,0.0,Female
SIMONE,1911,3581,3581,0,100.0,0.0,Female
ROSETTE,1911,24,24,0,100.0,0.0,Female
LOTTE,1911,5,5,0,100.0,0.0,Female
EDWIN,1911,4,0,4,0.0,100.0,Male
THERESIUS,1911,3,0,3,0.0,100.0,Male
EPIPHANE,1911,647,41,606,6.33693972179289,93.66306027820713,Male
ALCIDE,1911,96,0,96,0.0,100.0,Male
ROMÉO,1911,13,0,13,0.0,100.0,Male
JOANNY,1911,76,0,76,0.0,100.0,Male
RODOLPHE,1911,101,0,101,0.0,100.0,Male
RAPHAËL,1911,151489,237,151252,0.1564470027526751,99.84355299724731,Male
LUIS,1911,5,0,5,0.0,100.0,Male
ROMUALD,1911,12,0,12,0.0,100.0,Male
JACOB,1911,27,0,27,0.0,100.0,Male
VINCENT,1911,232844,372,232472,0.159763618560066,99.84023638143992,Male
FRANÇOIS,1911,398930,252,398678,0.0631689770135111,99.9368310229865,Male
VALERE,1911,3267,196,3071,5.9993878175696365,94.00061218243036,Male
CRESCENT,1911,5,0,5,0.0,100.0,Male
SAINTE-CROIX,1911,9,0,9,0.0,100.0,Male
HEINZ,1911,10,0,10,0.0,100.0,Male
JEREMIE,1911,20,0,20,0.0,100.0,Male
NORBERT,1911,192,0,192,0.0,100.0,Male
SANTO,1911,3,0,3,0.0,100.0,Male
JEHAN,1911,9,0,9,0.0,100.0,Male
SALVAT,1911,3,0,3,0.0,100.0,Male
TREMEUR,1911,5,0,5,0.0,100.0,Male
VITAL,1911,64,0,64,0.0,100.0,Male
WILLI,1911,3,0,3,0.0,100.0,Male
SCHOLASTIQUE,1911,1080,835,245,77.31481481481481,22.685185185185187,Unisex
LEONCE,1911,9290,2041,7249,21.96986006458557,78.03013993541443,Unisex
LEONIDE,1911,1588,1245,343,78.40050377833752,21.599496221662463,Unisex
SAINTE,1911,1055,648,407,61.4218009478673,38.5781990521327,Unisex
AVIT,1911,485,106,379,21.855670103092784,78.14432989690722,Unisex
HONORAT,1911,652,270,382,41.41104294478527,58.58895705521472,Unisex
VENANCE,1911,314,123,191,39.171974522293,60.828025477707,Unisex
CLOUD,1911,101,34,67,33.663366336633665,66.33663366336634,Unisex
PEPIN,1911,533,126,407,23.63977485928705,76.36022514071294,Unisex
MODESTE,1911,1853,656,1197,35.4020507285483,64.59794927145171,Unisex
MARY,1911,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
MEDARD,1911,1076,175,901,16.263940520446095,83.7360594795539,Unisex
EULOGE,1911,621,198,423,31.88405797101449,68.11594202898551,Unisex
_PRENOMS_RARES,1911,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
CAMILLE,1911,287709,207732,79977,72.20212089298562,27.79787910701437,Unisex
ARCADE,1911,883,249,634,28.199320498301244,71.80067950169875,Unisex
CALIXTE,1911,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
ANTONIE,1911,986,749,237,75.9634888438134,24.036511156186613,Unisex
MERY,1911,515,409,106,79.41747572815534,20.58252427184466,Unisex
HYACINTHE,1911,4679,1173,3506,25.069459286172258,74.93054071382774,Unisex
EUSEBE,1911,1151,212,939,18.41876629018245,81.58123370981755,Unisex
FIDELE,1911,793,162,631,20.42875157629256,79.57124842370744,Unisex
APPOLINAIRE,1911,632,126,506,19.93670886075949,80.0632911392405,Unisex
PULCHERIE,1911,738,579,159,78.45528455284553,21.54471544715448,Unisex
BONIFACE,1911,1187,217,970,18.28138163437237,81.71861836562763,Unisex
ARTEMISE,1912,7,7,0,100.0,0.0,Female
MARIE-ANGÈLE,1912,9,9,0,100.0,0.0,Female
LUCETTE,1912,349,349,0,100.0,0.0,Female
LUCILLE,1912,13,13,0,100.0,0.0,Female
ERMINIA,1912,7,7,0,100.0,0.0,Female
INGEBORG,1912,6,6,0,100.0,0.0,Female
GRATIANNE,1912,13,13,0,100.0,0.0,Female
MARCIENNE,1912,4,4,0,100.0,0.0,Female
HONORINE,1912,95,95,0,100.0,0.0,Female
THEOTINE,1912,3,3,0,100.0,0.0,Female
PASCALINE,1912,54,54,0,100.0,0.0,Female
ELMIRE,1912,18,18,0,100.0,0.0,Female
MINATCHY,1912,6,6,0,100.0,0.0,Female
APOLINE,1912,5,5,0,100.0,0.0,Female
ALINE,1912,799,799,0,100.0,0.0,Female
ALVINE,1912,7,7,0,100.0,0.0,Female
ADELINA,1912,27,27,0,100.0,0.0,Female
GISÈLE,1912,803,803,0,100.0,0.0,Female
GUILLAUMETTE,1912,18,18,0,100.0,0.0,Female
ANTOINISE,1912,11,11,0,100.0,0.0,Female
AGNÈS,1912,113215,112939,276,99.75621604911012,0.2437839508898997,Female
IRMINE,1912,9,9,0,100.0,0.0,Female
ANDRÉE,1912,4237,4237,0,100.0,0.0,Female
BÉRÉNICE,1912,5,5,0,100.0,0.0,Female
MODESTINE,1912,7,7,0,100.0,0.0,Female
ARSENE,1912,15051,1013,14038,6.730449803999735,93.26955019600028,Male
MAXENCE,1912,63942,808,63134,1.263645178442964,98.73635482155704,Male
HELMUTH,1912,15,0,15,0.0,100.0,Male
JULES,1912,2425,0,2425,0.0,100.0,Male
EDMOND,1912,1354,0,1354,0.0,100.0,Male
MATHIEU,1912,152579,195,152384,0.1278026464978797,99.87219735350212,Male
ULISSE,1912,5,0,5,0.0,100.0,Male
ACHILLE,1912,227,0,227,0.0,100.0,Male
ABDON,1912,19,0,19,0.0,100.0,Male
ERWIN,1912,23,0,23,0.0,100.0,Male
WILLIBALD,1912,3,0,3,0.0,100.0,Male
ROBERT,1912,419334,152,419182,0.0362479550906914,99.9637520449093,Male
JOANES,1912,7,0,7,0.0,100.0,Male
ENNEMOND,1912,7,0,7,0.0,100.0,Male
HELIER,1912,8,0,8,0.0,100.0,Male
FRANK,1912,9,0,9,0.0,100.0,Male
MATHURIN,1912,6007,75,5932,1.2485433660729148,98.75145663392708,Male
BAYARD,1912,4,0,4,0.0,100.0,Male
SIEGFRIED,1912,8,0,8,0.0,100.0,Male
TUDY,1912,3,0,3,0.0,100.0,Male
SOSTHENES,1912,3,0,3,0.0,100.0,Male
JOACHIM,1912,131,0,131,0.0,100.0,Male
JEROME,1912,106,0,106,0.0,100.0,Male
ANGE,1912,21831,2649,19182,12.134121203792771,87.86587879620723,Male
WENCESLAS,1912,5,0,5,0.0,100.0,Male
EUSEBE,1912,1151,212,939,18.41876629018245,81.58123370981755,Unisex
BABYLAS,1912,330,98,232,29.6969696969697,70.3030303030303,Unisex
HYACINTHE,1912,4679,1173,3506,25.069459286172258,74.93054071382774,Unisex
CREPIN,1912,606,136,470,22.44224422442244,77.55775577557755,Unisex
SABAS,1912,607,220,387,36.24382207578254,63.75617792421746,Unisex
PLACIDE,1912,1098,214,884,19.489981785063755,80.51001821493625,Unisex
SIMPLICE,1912,329,106,223,32.21884498480243,67.78115501519757,Unisex
ALIX,1912,37305,28371,8934,76.05146763168477,23.94853236831524,Unisex
DOMINIQUE,1912,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
MARIE-JOSEPH,1912,2275,1830,445,80.43956043956044,19.56043956043956,Unisex
LEONCE,1912,9290,2041,7249,21.96986006458557,78.03013993541443,Unisex
_PRENOMS_RARES,1912,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
EUTROPE,1912,194,70,124,36.08247422680412,63.91752577319587,Unisex
LEONIDE,1912,1588,1245,343,78.40050377833752,21.599496221662463,Unisex
SAINTE,1912,1055,648,407,61.4218009478673,38.5781990521327,Unisex
EUSTACHE,1912,1376,277,1099,20.13081395348837,79.86918604651163,Unisex
SEPTIME,1912,394,119,275,30.20304568527919,69.79695431472082,Unisex
NICAISE,1912,1786,1255,531,70.26875699888018,29.73124300111982,Unisex
AMOUR,1912,782,287,495,36.70076726342711,63.29923273657288,Unisex
MARY,1912,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
SULPICE,1912,508,182,326,35.826771653543304,64.1732283464567,Unisex
AVIT,1912,485,106,379,21.855670103092784,78.14432989690722,Unisex
PHILOGONE,1912,396,183,213,46.21212121212121,53.78787878787878,Unisex
NONCE,1912,598,172,426,28.762541806020064,71.23745819397993,Unisex
BONIFACE,1912,1187,217,970,18.28138163437237,81.71861836562763,Unisex
MICHÈLE,1913,7,7,0,100.0,0.0,Female
HERMINIE,1913,27,27,0,100.0,0.0,Female
MARIAYE,1913,4,4,0,100.0,0.0,Female
BERNARDINE,1913,41,41,0,100.0,0.0,Female
EMILIE,1913,823,823,0,100.0,0.0,Female
MARIE-LOUISE,1913,1222,1222,0,100.0,0.0,Female
EDMONDE,1913,86,86,0,100.0,0.0,Female
JANINE,1913,53,53,0,100.0,0.0,Female
NADIA,1913,12,12,0,100.0,0.0,Female
AIDA,1913,11,11,0,100.0,0.0,Female
AMINTHE,1913,6,6,0,100.0,0.0,Female
ELLEN,1913,6,6,0,100.0,0.0,Female
THEODORINE,1913,9,9,0,100.0,0.0,Female
MARIE-ANNA,1913,5,5,0,100.0,0.0,Female
CLAIRETTE,1913,8,8,0,100.0,0.0,Female
MARIE-MARGUERITE,1913,9,9,0,100.0,0.0,Female
SIMONNE,1913,3915,3915,0,100.0,0.0,Female
EGLANTINE,1913,93,93,0,100.0,0.0,Female
NICOLLE,1913,3,3,0,100.0,0.0,Female
LIESELOTTE,1913,5,5,0,100.0,0.0,Female
LEOPOLDINE,1913,22,22,0,100.0,0.0,Female
JULIE,1913,610,610,0,100.0,0.0,Female
CRESCENCE,1913,4,4,0,100.0,0.0,Female
SILVIANE,1913,5,5,0,100.0,0.0,Female
ERMINIE,1913,5,5,0,100.0,0.0,Female
HEINZ,1913,8,0,8,0.0,100.0,Male
FRANZ,1913,4,0,4,0.0,100.0,Male
FLORIS,1913,4,0,4,0.0,100.0,Male
ANSELME,1913,4091,343,3748,8.384258127597164,91.61574187240284,Male
DELPHIN,1913,29,0,29,0.0,100.0,Male
REMO,1913,10,0,10,0.0,100.0,Male
ERASME,1913,5,0,5,0.0,100.0,Male
AGENOR,1913,3,0,3,0.0,100.0,Male
MAURICE,1913,337720,568,337152,0.1681866635082316,99.83181333649178,Male
FLORENT,1913,89,0,89,0.0,100.0,Male
GEROME,1913,9,0,9,0.0,100.0,Male
JEAN-PHILIPPE,1913,3,0,3,0.0,100.0,Male
JEAN-CLAUDE,1913,20,0,20,0.0,100.0,Male
FERNAND,1913,3214,0,3214,0.0,100.0,Male
JEAN-ROBERT,1913,3,0,3,0.0,100.0,Male
JEROME,1913,97,0,97,0.0,100.0,Male
THEODORE,1913,11887,223,11664,1.8759989904938168,98.12400100950616,Male
NONNA,1913,3,0,3,0.0,100.0,Male
HENRI,1913,9375,0,9375,0.0,100.0,Male
RIEUL,1913,4,0,4,0.0,100.0,Male
ARNAULD,1913,3,0,3,0.0,100.0,Male
SOUBAYA,1913,3,0,3,0.0,100.0,Male
EVENOR,1913,6,0,6,0.0,100.0,Male
VOLTAIRE,1913,31,0,31,0.0,100.0,Male
BAPTISTE,1913,246,0,246,0.0,100.0,Male
_PRENOMS_RARES,1913,1760252,908578,851674,51.616359475802334,48.38364052419767,Unisex
HEGESIPPE,1913,176,29,147,16.477272727272727,83.52272727272727,Unisex
ENOGAT,1913,274,80,194,29.1970802919708,70.8029197080292,Unisex
ANDOCHE,1913,390,140,250,35.8974358974359,64.1025641025641,Unisex
HYACINTHE,1913,4679,1173,3506,25.069459286172258,74.93054071382774,Unisex
MARY,1913,6861,5830,1031,84.97303600058301,15.026963999416996,Unisex
APPOLINAIRE,1913,632,126,506,19.93670886075949,80.0632911392405,Unisex
CAMILLE,1913,287709,207732,79977,72.20212089298562,27.79787910701437,Unisex
MEDARD,1913,1076,175,901,16.263940520446095,83.7360594795539,Unisex
WENCESLAS,1913,877,175,702,19.95438996579248,80.04561003420753,Unisex
ARCADE,1913,883,249,634,28.199320498301244,71.80067950169875,Unisex
EULOGE,1913,621,198,423,31.88405797101449,68.11594202898551,Unisex
SOSTHENE,1913,1059,185,874,17.469310670443818,82.53068932955618,Unisex
SABAS,1913,607,220,387,36.24382207578254,63.75617792421746,Unisex
CALIXTE,1913,3347,540,2807,16.13385121003884,83.86614878996116,Unisex
CRESCENT,1913,447,87,360,19.463087248322147,80.53691275167785,Unisex
MODESTE,1913,1853,656,1197,35.4020507285483,64.59794927145171,Unisex
IRENEE,1913,6155,1854,4301,30.121852152721363,69.87814784727864,Unisex
SAINTE,1913,1055,648,407,61.4218009478673,38.5781990521327,Unisex
DOMINIQUE,1913,409989,168027,241962,40.98329467375954,59.01670532624046,Unisex
LEONIDE,1913,1588,1245,343,78.40050377833752,21.599496221662463,Unisex
